filename,length,label,melspectrogram_data
Data/genres_original/blues/blues.00026.wav,661794,blues,Data/melgram_numpy\blues.00026.npy
Data/genres_original/blues/blues.00027.wav,661794,blues,Data/melgram_numpy\blues.00027.npy
Data/genres_original/blues/blues.00028.wav,661794,blues,Data/melgram_numpy\blues.00028.npy
Data/genres_original/blues/blues.00029.wav,661794,blues,Data/melgram_numpy\blues.00029.npy
Data/genres_original/blues/blues.00030.wav,661794,blues,Data/melgram_numpy\blues.00030.npy
Data/genres_original/blues/blues.00031.wav,661794,blues,Data/melgram_numpy\blues.00031.npy
Data/genres_original/blues/blues.00032.wav,661794,blues,Data/melgram_numpy\blues.00032.npy
Data/genres_original/blues/blues.00033.wav,661794,blues,Data/melgram_numpy\blues.00033.npy
Data/genres_original/blues/blues.00034.wav,661794,blues,Data/melgram_numpy\blues.00034.npy
Data/genres_original/blues/blues.00035.wav,661794,blues,Data/melgram_numpy\blues.00035.npy
Data/genres_original/blues/blues.00036.wav,661794,blues,Data/melgram_numpy\blues.00036.npy
Data/genres_original/blues/blues.00037.wav,661794,blues,Data/melgram_numpy\blues.00037.npy
Data/genres_original/blues/blues.00038.wav,661794,blues,Data/melgram_numpy\blues.00038.npy
Data/genres_original/blues/blues.00039.wav,661794,blues,Data/melgram_numpy\blues.00039.npy
Data/genres_original/blues/blues.00040.wav,661794,blues,Data/melgram_numpy\blues.00040.npy
Data/genres_original/blues/blues.00041.wav,661794,blues,Data/melgram_numpy\blues.00041.npy
Data/genres_original/blues/blues.00042.wav,661794,blues,Data/melgram_numpy\blues.00042.npy
Data/genres_original/blues/blues.00043.wav,661794,blues,Data/melgram_numpy\blues.00043.npy
Data/genres_original/blues/blues.00044.wav,661794,blues,Data/melgram_numpy\blues.00044.npy
Data/genres_original/blues/blues.00045.wav,661794,blues,Data/melgram_numpy\blues.00045.npy
Data/genres_original/blues/blues.00046.wav,661794,blues,Data/melgram_numpy\blues.00046.npy
Data/genres_original/blues/blues.00047.wav,661794,blues,Data/melgram_numpy\blues.00047.npy
Data/genres_original/blues/blues.00048.wav,661794,blues,Data/melgram_numpy\blues.00048.npy
Data/genres_original/blues/blues.00049.wav,661794,blues,Data/melgram_numpy\blues.00049.npy
Data/genres_original/blues/blues.00050.wav,661794,blues,Data/melgram_numpy\blues.00050.npy
Data/genres_original/blues/blues.00051.wav,661794,blues,Data/melgram_numpy\blues.00051.npy
Data/genres_original/blues/blues.00052.wav,661794,blues,Data/melgram_numpy\blues.00052.npy
Data/genres_original/blues/blues.00053.wav,661794,blues,Data/melgram_numpy\blues.00053.npy
Data/genres_original/blues/blues.00054.wav,661794,blues,Data/melgram_numpy\blues.00054.npy
Data/genres_original/blues/blues.00055.wav,661794,blues,Data/melgram_numpy\blues.00055.npy
Data/genres_original/blues/blues.00056.wav,661794,blues,Data/melgram_numpy\blues.00056.npy
Data/genres_original/blues/blues.00057.wav,661794,blues,Data/melgram_numpy\blues.00057.npy
Data/genres_original/blues/blues.00058.wav,661794,blues,Data/melgram_numpy\blues.00058.npy
Data/genres_original/blues/blues.00059.wav,661794,blues,Data/melgram_numpy\blues.00059.npy
Data/genres_original/blues/blues.00060.wav,661794,blues,Data/melgram_numpy\blues.00060.npy
Data/genres_original/blues/blues.00061.wav,661794,blues,Data/melgram_numpy\blues.00061.npy
Data/genres_original/blues/blues.00062.wav,661794,blues,Data/melgram_numpy\blues.00062.npy
Data/genres_original/blues/blues.00063.wav,661794,blues,Data/melgram_numpy\blues.00063.npy
Data/genres_original/blues/blues.00064.wav,661794,blues,Data/melgram_numpy\blues.00064.npy
Data/genres_original/blues/blues.00065.wav,661794,blues,Data/melgram_numpy\blues.00065.npy
Data/genres_original/blues/blues.00066.wav,661794,blues,Data/melgram_numpy\blues.00066.npy
Data/genres_original/blues/blues.00067.wav,661794,blues,Data/melgram_numpy\blues.00067.npy
Data/genres_original/blues/blues.00068.wav,661794,blues,Data/melgram_numpy\blues.00068.npy
Data/genres_original/blues/blues.00069.wav,661794,blues,Data/melgram_numpy\blues.00069.npy
Data/genres_original/blues/blues.00070.wav,661794,blues,Data/melgram_numpy\blues.00070.npy
Data/genres_original/blues/blues.00071.wav,661794,blues,Data/melgram_numpy\blues.00071.npy
Data/genres_original/blues/blues.00072.wav,661794,blues,Data/melgram_numpy\blues.00072.npy
Data/genres_original/blues/blues.00073.wav,661794,blues,Data/melgram_numpy\blues.00073.npy
Data/genres_original/blues/blues.00074.wav,661794,blues,Data/melgram_numpy\blues.00074.npy
Data/genres_original/blues/blues.00075.wav,661794,blues,Data/melgram_numpy\blues.00075.npy
Data/genres_original/blues/blues.00076.wav,661794,blues,Data/melgram_numpy\blues.00076.npy
Data/genres_original/blues/blues.00077.wav,661794,blues,Data/melgram_numpy\blues.00077.npy
Data/genres_original/blues/blues.00078.wav,661794,blues,Data/melgram_numpy\blues.00078.npy
Data/genres_original/blues/blues.00079.wav,661794,blues,Data/melgram_numpy\blues.00079.npy
Data/genres_original/blues/blues.00080.wav,661794,blues,Data/melgram_numpy\blues.00080.npy
Data/genres_original/blues/blues.00081.wav,661794,blues,Data/melgram_numpy\blues.00081.npy
Data/genres_original/blues/blues.00082.wav,661794,blues,Data/melgram_numpy\blues.00082.npy
Data/genres_original/blues/blues.00083.wav,661794,blues,Data/melgram_numpy\blues.00083.npy
Data/genres_original/blues/blues.00084.wav,661794,blues,Data/melgram_numpy\blues.00084.npy
Data/genres_original/blues/blues.00085.wav,661794,blues,Data/melgram_numpy\blues.00085.npy
Data/genres_original/blues/blues.00086.wav,661794,blues,Data/melgram_numpy\blues.00086.npy
Data/genres_original/blues/blues.00087.wav,661794,blues,Data/melgram_numpy\blues.00087.npy
Data/genres_original/blues/blues.00088.wav,661794,blues,Data/melgram_numpy\blues.00088.npy
Data/genres_original/blues/blues.00089.wav,661794,blues,Data/melgram_numpy\blues.00089.npy
Data/genres_original/blues/blues.00090.wav,661794,blues,Data/melgram_numpy\blues.00090.npy
Data/genres_original/blues/blues.00091.wav,661794,blues,Data/melgram_numpy\blues.00091.npy
Data/genres_original/blues/blues.00092.wav,661794,blues,Data/melgram_numpy\blues.00092.npy
Data/genres_original/blues/blues.00093.wav,661794,blues,Data/melgram_numpy\blues.00093.npy
Data/genres_original/blues/blues.00094.wav,661794,blues,Data/melgram_numpy\blues.00094.npy
Data/genres_original/blues/blues.00095.wav,661794,blues,Data/melgram_numpy\blues.00095.npy
Data/genres_original/blues/blues.00096.wav,661794,blues,Data/melgram_numpy\blues.00096.npy
Data/genres_original/blues/blues.00097.wav,661794,blues,Data/melgram_numpy\blues.00097.npy
Data/genres_original/blues/blues.00098.wav,661794,blues,Data/melgram_numpy\blues.00098.npy
Data/genres_original/blues/blues.00099.wav,661794,blues,Data/melgram_numpy\blues.00099.npy
Data/genres_original/classical/classical.00000.wav,661794,classical,Data/melgram_numpy\classical.00000.npy
Data/genres_original/classical/classical.00001.wav,661794,classical,Data/melgram_numpy\classical.00001.npy
Data/genres_original/classical/classical.00002.wav,661794,classical,Data/melgram_numpy\classical.00002.npy
Data/genres_original/classical/classical.00003.wav,661794,classical,Data/melgram_numpy\classical.00003.npy
Data/genres_original/classical/classical.00004.wav,661794,classical,Data/melgram_numpy\classical.00004.npy
Data/genres_original/classical/classical.00005.wav,661794,classical,Data/melgram_numpy\classical.00005.npy
Data/genres_original/classical/classical.00006.wav,661794,classical,Data/melgram_numpy\classical.00006.npy
Data/genres_original/classical/classical.00007.wav,661794,classical,Data/melgram_numpy\classical.00007.npy
Data/genres_original/classical/classical.00008.wav,661794,classical,Data/melgram_numpy\classical.00008.npy
Data/genres_original/classical/classical.00009.wav,661794,classical,Data/melgram_numpy\classical.00009.npy
Data/genres_original/classical/classical.00010.wav,661794,classical,Data/melgram_numpy\classical.00010.npy
Data/genres_original/classical/classical.00011.wav,661794,classical,Data/melgram_numpy\classical.00011.npy
Data/genres_original/classical/classical.00012.wav,661794,classical,Data/melgram_numpy\classical.00012.npy
Data/genres_original/classical/classical.00013.wav,661794,classical,Data/melgram_numpy\classical.00013.npy
Data/genres_original/classical/classical.00014.wav,661794,classical,Data/melgram_numpy\classical.00014.npy
Data/genres_original/classical/classical.00015.wav,661794,classical,Data/melgram_numpy\classical.00015.npy
Data/genres_original/classical/classical.00016.wav,661794,classical,Data/melgram_numpy\classical.00016.npy
Data/genres_original/classical/classical.00017.wav,661794,classical,Data/melgram_numpy\classical.00017.npy
Data/genres_original/classical/classical.00018.wav,661794,classical,Data/melgram_numpy\classical.00018.npy
Data/genres_original/classical/classical.00019.wav,661794,classical,Data/melgram_numpy\classical.00019.npy
Data/genres_original/classical/classical.00020.wav,661794,classical,Data/melgram_numpy\classical.00020.npy
Data/genres_original/classical/classical.00021.wav,661794,classical,Data/melgram_numpy\classical.00021.npy
Data/genres_original/classical/classical.00022.wav,661794,classical,Data/melgram_numpy\classical.00022.npy
Data/genres_original/classical/classical.00023.wav,661794,classical,Data/melgram_numpy\classical.00023.npy
Data/genres_original/classical/classical.00024.wav,661794,classical,Data/melgram_numpy\classical.00024.npy
Data/genres_original/classical/classical.00025.wav,661794,classical,Data/melgram_numpy\classical.00025.npy
Data/genres_original/classical/classical.00026.wav,661794,classical,Data/melgram_numpy\classical.00026.npy
Data/genres_original/classical/classical.00027.wav,661794,classical,Data/melgram_numpy\classical.00027.npy
Data/genres_original/classical/classical.00028.wav,661794,classical,Data/melgram_numpy\classical.00028.npy
Data/genres_original/classical/classical.00029.wav,661794,classical,Data/melgram_numpy\classical.00029.npy
Data/genres_original/classical/classical.00030.wav,661794,classical,Data/melgram_numpy\classical.00030.npy
Data/genres_original/classical/classical.00031.wav,661794,classical,Data/melgram_numpy\classical.00031.npy
Data/genres_original/classical/classical.00032.wav,661794,classical,Data/melgram_numpy\classical.00032.npy
Data/genres_original/classical/classical.00033.wav,661794,classical,Data/melgram_numpy\classical.00033.npy
Data/genres_original/classical/classical.00034.wav,661794,classical,Data/melgram_numpy\classical.00034.npy
Data/genres_original/classical/classical.00035.wav,661794,classical,Data/melgram_numpy\classical.00035.npy
Data/genres_original/classical/classical.00036.wav,661794,classical,Data/melgram_numpy\classical.00036.npy
Data/genres_original/classical/classical.00037.wav,661794,classical,Data/melgram_numpy\classical.00037.npy
Data/genres_original/classical/classical.00038.wav,661794,classical,Data/melgram_numpy\classical.00038.npy
Data/genres_original/classical/classical.00039.wav,661794,classical,Data/melgram_numpy\classical.00039.npy
Data/genres_original/classical/classical.00040.wav,661794,classical,Data/melgram_numpy\classical.00040.npy
Data/genres_original/classical/classical.00041.wav,661794,classical,Data/melgram_numpy\classical.00041.npy
Data/genres_original/classical/classical.00043.wav,661676,classical,Data/melgram_numpy\classical.00043.npy
Data/genres_original/classical/classical.00044.wav,661794,classical,Data/melgram_numpy\classical.00044.npy
Data/genres_original/classical/classical.00046.wav,661760,classical,Data/melgram_numpy\classical.00046.npy
Data/genres_original/classical/classical.00047.wav,661794,classical,Data/melgram_numpy\classical.00047.npy
Data/genres_original/classical/classical.00050.wav,661794,classical,Data/melgram_numpy\classical.00050.npy
Data/genres_original/classical/classical.00052.wav,661794,classical,Data/melgram_numpy\classical.00052.npy
Data/genres_original/classical/classical.00055.wav,661794,classical,Data/melgram_numpy\classical.00055.npy
Data/genres_original/classical/classical.00057.wav,661794,classical,Data/melgram_numpy\classical.00057.npy
Data/genres_original/classical/classical.00058.wav,661794,classical,Data/melgram_numpy\classical.00058.npy
Data/genres_original/classical/classical.00059.wav,661794,classical,Data/melgram_numpy\classical.00059.npy
Data/genres_original/classical/classical.00060.wav,661794,classical,Data/melgram_numpy\classical.00060.npy
Data/genres_original/classical/classical.00061.wav,661794,classical,Data/melgram_numpy\classical.00061.npy
Data/genres_original/classical/classical.00062.wav,661794,classical,Data/melgram_numpy\classical.00062.npy
Data/genres_original/classical/classical.00063.wav,661794,classical,Data/melgram_numpy\classical.00063.npy
Data/genres_original/classical/classical.00064.wav,661794,classical,Data/melgram_numpy\classical.00064.npy
Data/genres_original/classical/classical.00065.wav,661794,classical,Data/melgram_numpy\classical.00065.npy
Data/genres_original/classical/classical.00066.wav,661794,classical,Data/melgram_numpy\classical.00066.npy
Data/genres_original/classical/classical.00067.wav,661794,classical,Data/melgram_numpy\classical.00067.npy
Data/genres_original/classical/classical.00068.wav,661794,classical,Data/melgram_numpy\classical.00068.npy
Data/genres_original/classical/classical.00069.wav,661794,classical,Data/melgram_numpy\classical.00069.npy
Data/genres_original/classical/classical.00070.wav,661794,classical,Data/melgram_numpy\classical.00070.npy
Data/genres_original/classical/classical.00071.wav,661794,classical,Data/melgram_numpy\classical.00071.npy
Data/genres_original/classical/classical.00072.wav,661794,classical,Data/melgram_numpy\classical.00072.npy
Data/genres_original/classical/classical.00073.wav,661794,classical,Data/melgram_numpy\classical.00073.npy
Data/genres_original/classical/classical.00074.wav,661794,classical,Data/melgram_numpy\classical.00074.npy
Data/genres_original/classical/classical.00075.wav,661794,classical,Data/melgram_numpy\classical.00075.npy
Data/genres_original/classical/classical.00076.wav,661794,classical,Data/melgram_numpy\classical.00076.npy
Data/genres_original/classical/classical.00077.wav,661794,classical,Data/melgram_numpy\classical.00077.npy
Data/genres_original/classical/classical.00078.wav,661794,classical,Data/melgram_numpy\classical.00078.npy
Data/genres_original/classical/classical.00079.wav,661794,classical,Data/melgram_numpy\classical.00079.npy
Data/genres_original/classical/classical.00080.wav,661794,classical,Data/melgram_numpy\classical.00080.npy
Data/genres_original/classical/classical.00081.wav,661794,classical,Data/melgram_numpy\classical.00081.npy
Data/genres_original/classical/classical.00082.wav,661794,classical,Data/melgram_numpy\classical.00082.npy
Data/genres_original/classical/classical.00083.wav,661794,classical,Data/melgram_numpy\classical.00083.npy
Data/genres_original/classical/classical.00084.wav,661794,classical,Data/melgram_numpy\classical.00084.npy
Data/genres_original/classical/classical.00085.wav,661794,classical,Data/melgram_numpy\classical.00085.npy
Data/genres_original/classical/classical.00086.wav,661794,classical,Data/melgram_numpy\classical.00086.npy
Data/genres_original/classical/classical.00087.wav,661794,classical,Data/melgram_numpy\classical.00087.npy
Data/genres_original/classical/classical.00088.wav,661794,classical,Data/melgram_numpy\classical.00088.npy
Data/genres_original/classical/classical.00089.wav,661794,classical,Data/melgram_numpy\classical.00089.npy
Data/genres_original/classical/classical.00090.wav,661794,classical,Data/melgram_numpy\classical.00090.npy
Data/genres_original/classical/classical.00091.wav,661794,classical,Data/melgram_numpy\classical.00091.npy
Data/genres_original/classical/classical.00092.wav,661794,classical,Data/melgram_numpy\classical.00092.npy
Data/genres_original/classical/classical.00093.wav,661794,classical,Data/melgram_numpy\classical.00093.npy
Data/genres_original/classical/classical.00094.wav,661794,classical,Data/melgram_numpy\classical.00094.npy
Data/genres_original/classical/classical.00095.wav,661794,classical,Data/melgram_numpy\classical.00095.npy
Data/genres_original/classical/classical.00096.wav,661794,classical,Data/melgram_numpy\classical.00096.npy
Data/genres_original/classical/classical.00097.wav,661794,classical,Data/melgram_numpy\classical.00097.npy
Data/genres_original/classical/classical.00098.wav,661794,classical,Data/melgram_numpy\classical.00098.npy
Data/genres_original/classical/classical.00099.wav,661794,classical,Data/melgram_numpy\classical.00099.npy
Data/genres_original/country/country.00001.wav,661760,country,Data/melgram_numpy\country.00001.npy
Data/genres_original/country/country.00010.wav,661794,country,Data/melgram_numpy\country.00010.npy
Data/genres_original/country/country.00011.wav,661794,country,Data/melgram_numpy\country.00011.npy
Data/genres_original/country/country.00012.wav,661794,country,Data/melgram_numpy\country.00012.npy
Data/genres_original/country/country.00013.wav,661794,country,Data/melgram_numpy\country.00013.npy
Data/genres_original/country/country.00014.wav,661794,country,Data/melgram_numpy\country.00014.npy
Data/genres_original/country/country.00015.wav,661794,country,Data/melgram_numpy\country.00015.npy
Data/genres_original/country/country.00016.wav,661794,country,Data/melgram_numpy\country.00016.npy
Data/genres_original/country/country.00017.wav,661794,country,Data/melgram_numpy\country.00017.npy
Data/genres_original/country/country.00018.wav,661794,country,Data/melgram_numpy\country.00018.npy
Data/genres_original/country/country.00019.wav,661794,country,Data/melgram_numpy\country.00019.npy
Data/genres_original/country/country.00020.wav,661794,country,Data/melgram_numpy\country.00020.npy
Data/genres_original/country/country.00021.wav,661794,country,Data/melgram_numpy\country.00021.npy
Data/genres_original/country/country.00022.wav,661794,country,Data/melgram_numpy\country.00022.npy
Data/genres_original/country/country.00023.wav,661794,country,Data/melgram_numpy\country.00023.npy
Data/genres_original/country/country.00024.wav,661794,country,Data/melgram_numpy\country.00024.npy
Data/genres_original/country/country.00025.wav,661794,country,Data/melgram_numpy\country.00025.npy
Data/genres_original/country/country.00026.wav,661794,country,Data/melgram_numpy\country.00026.npy
Data/genres_original/country/country.00027.wav,661794,country,Data/melgram_numpy\country.00027.npy
Data/genres_original/country/country.00028.wav,661794,country,Data/melgram_numpy\country.00028.npy
Data/genres_original/country/country.00029.wav,661794,country,Data/melgram_numpy\country.00029.npy
Data/genres_original/country/country.00030.wav,661794,country,Data/melgram_numpy\country.00030.npy
Data/genres_original/country/country.00031.wav,661794,country,Data/melgram_numpy\country.00031.npy
Data/genres_original/country/country.00032.wav,661794,country,Data/melgram_numpy\country.00032.npy
Data/genres_original/country/country.00033.wav,661794,country,Data/melgram_numpy\country.00033.npy
Data/genres_original/country/country.00034.wav,661794,country,Data/melgram_numpy\country.00034.npy
Data/genres_original/country/country.00035.wav,661794,country,Data/melgram_numpy\country.00035.npy
Data/genres_original/country/country.00036.wav,661794,country,Data/melgram_numpy\country.00036.npy
Data/genres_original/country/country.00037.wav,661794,country,Data/melgram_numpy\country.00037.npy
Data/genres_original/country/country.00038.wav,661794,country,Data/melgram_numpy\country.00038.npy
Data/genres_original/country/country.00039.wav,661794,country,Data/melgram_numpy\country.00039.npy
Data/genres_original/country/country.00040.wav,661794,country,Data/melgram_numpy\country.00040.npy
Data/genres_original/country/country.00041.wav,661794,country,Data/melgram_numpy\country.00041.npy
Data/genres_original/country/country.00042.wav,661794,country,Data/melgram_numpy\country.00042.npy
Data/genres_original/country/country.00043.wav,661794,country,Data/melgram_numpy\country.00043.npy
Data/genres_original/country/country.00044.wav,661794,country,Data/melgram_numpy\country.00044.npy
Data/genres_original/country/country.00045.wav,661794,country,Data/melgram_numpy\country.00045.npy
Data/genres_original/country/country.00046.wav,661794,country,Data/melgram_numpy\country.00046.npy
Data/genres_original/country/country.00047.wav,661794,country,Data/melgram_numpy\country.00047.npy
Data/genres_original/country/country.00048.wav,661794,country,Data/melgram_numpy\country.00048.npy
Data/genres_original/country/country.00049.wav,661794,country,Data/melgram_numpy\country.00049.npy
Data/genres_original/country/country.00050.wav,661794,country,Data/melgram_numpy\country.00050.npy
Data/genres_original/country/country.00051.wav,661794,country,Data/melgram_numpy\country.00051.npy
Data/genres_original/country/country.00052.wav,661794,country,Data/melgram_numpy\country.00052.npy
Data/genres_original/country/country.00053.wav,661794,country,Data/melgram_numpy\country.00053.npy
Data/genres_original/country/country.00054.wav,661794,country,Data/melgram_numpy\country.00054.npy
Data/genres_original/country/country.00055.wav,661794,country,Data/melgram_numpy\country.00055.npy
Data/genres_original/country/country.00056.wav,661794,country,Data/melgram_numpy\country.00056.npy
Data/genres_original/country/country.00057.wav,661794,country,Data/melgram_numpy\country.00057.npy
Data/genres_original/country/country.00058.wav,661794,country,Data/melgram_numpy\country.00058.npy
Data/genres_original/country/country.00059.wav,661794,country,Data/melgram_numpy\country.00059.npy
Data/genres_original/country/country.00060.wav,661794,country,Data/melgram_numpy\country.00060.npy
Data/genres_original/country/country.00061.wav,661794,country,Data/melgram_numpy\country.00061.npy
Data/genres_original/country/country.00062.wav,661794,country,Data/melgram_numpy\country.00062.npy
Data/genres_original/country/country.00063.wav,661794,country,Data/melgram_numpy\country.00063.npy
Data/genres_original/country/country.00064.wav,661794,country,Data/melgram_numpy\country.00064.npy
Data/genres_original/country/country.00065.wav,661794,country,Data/melgram_numpy\country.00065.npy
Data/genres_original/country/country.00066.wav,661794,country,Data/melgram_numpy\country.00066.npy
Data/genres_original/country/country.00067.wav,661794,country,Data/melgram_numpy\country.00067.npy
Data/genres_original/country/country.00068.wav,661794,country,Data/melgram_numpy\country.00068.npy
Data/genres_original/country/country.00069.wav,661794,country,Data/melgram_numpy\country.00069.npy
Data/genres_original/country/country.00070.wav,661794,country,Data/melgram_numpy\country.00070.npy
Data/genres_original/country/country.00071.wav,661794,country,Data/melgram_numpy\country.00071.npy
Data/genres_original/country/country.00072.wav,661794,country,Data/melgram_numpy\country.00072.npy
Data/genres_original/country/country.00073.wav,661794,country,Data/melgram_numpy\country.00073.npy
Data/genres_original/country/country.00074.wav,661794,country,Data/melgram_numpy\country.00074.npy
Data/genres_original/country/country.00075.wav,661794,country,Data/melgram_numpy\country.00075.npy
Data/genres_original/country/country.00076.wav,661794,country,Data/melgram_numpy\country.00076.npy
Data/genres_original/country/country.00077.wav,661794,country,Data/melgram_numpy\country.00077.npy
Data/genres_original/country/country.00078.wav,661794,country,Data/melgram_numpy\country.00078.npy
Data/genres_original/country/country.00079.wav,661794,country,Data/melgram_numpy\country.00079.npy
Data/genres_original/country/country.00080.wav,661794,country,Data/melgram_numpy\country.00080.npy
Data/genres_original/country/country.00081.wav,661794,country,Data/melgram_numpy\country.00081.npy
Data/genres_original/country/country.00082.wav,661794,country,Data/melgram_numpy\country.00082.npy
Data/genres_original/country/country.00083.wav,661794,country,Data/melgram_numpy\country.00083.npy
Data/genres_original/country/country.00084.wav,661794,country,Data/melgram_numpy\country.00084.npy
Data/genres_original/country/country.00085.wav,661794,country,Data/melgram_numpy\country.00085.npy
Data/genres_original/country/country.00086.wav,661794,country,Data/melgram_numpy\country.00086.npy
Data/genres_original/country/country.00087.wav,661794,country,Data/melgram_numpy\country.00087.npy
Data/genres_original/country/country.00088.wav,661794,country,Data/melgram_numpy\country.00088.npy
Data/genres_original/country/country.00089.wav,661794,country,Data/melgram_numpy\country.00089.npy
Data/genres_original/country/country.00090.wav,661794,country,Data/melgram_numpy\country.00090.npy
Data/genres_original/country/country.00091.wav,661794,country,Data/melgram_numpy\country.00091.npy
Data/genres_original/country/country.00092.wav,661794,country,Data/melgram_numpy\country.00092.npy
Data/genres_original/country/country.00093.wav,661794,country,Data/melgram_numpy\country.00093.npy
Data/genres_original/country/country.00094.wav,661794,country,Data/melgram_numpy\country.00094.npy
Data/genres_original/country/country.00095.wav,661794,country,Data/melgram_numpy\country.00095.npy
Data/genres_original/country/country.00096.wav,661794,country,Data/melgram_numpy\country.00096.npy
Data/genres_original/country/country.00097.wav,661794,country,Data/melgram_numpy\country.00097.npy
Data/genres_original/country/country.00098.wav,661794,country,Data/melgram_numpy\country.00098.npy
Data/genres_original/country/country.00099.wav,661794,country,Data/melgram_numpy\country.00099.npy
Data/genres_original/disco/disco.00002.wav,661794,disco,Data/melgram_numpy\disco.00002.npy
Data/genres_original/disco/disco.00004.wav,661794,disco,Data/melgram_numpy\disco.00004.npy
Data/genres_original/disco/disco.00006.wav,661676,disco,Data/melgram_numpy\disco.00006.npy
Data/genres_original/disco/disco.00007.wav,661794,disco,Data/melgram_numpy\disco.00007.npy
Data/genres_original/disco/disco.00009.wav,661794,disco,Data/melgram_numpy\disco.00009.npy
Data/genres_original/disco/disco.00010.wav,661760,disco,Data/melgram_numpy\disco.00010.npy
Data/genres_original/disco/disco.00011.wav,661794,disco,Data/melgram_numpy\disco.00011.npy
Data/genres_original/disco/disco.00013.wav,661794,disco,Data/melgram_numpy\disco.00013.npy
Data/genres_original/disco/disco.00015.wav,661794,disco,Data/melgram_numpy\disco.00015.npy
Data/genres_original/disco/disco.00017.wav,661794,disco,Data/melgram_numpy\disco.00017.npy
Data/genres_original/disco/disco.00018.wav,661794,disco,Data/melgram_numpy\disco.00018.npy
Data/genres_original/disco/disco.00019.wav,661794,disco,Data/melgram_numpy\disco.00019.npy
Data/genres_original/disco/disco.00020.wav,661794,disco,Data/melgram_numpy\disco.00020.npy
Data/genres_original/disco/disco.00021.wav,661794,disco,Data/melgram_numpy\disco.00021.npy
Data/genres_original/disco/disco.00022.wav,661794,disco,Data/melgram_numpy\disco.00022.npy
Data/genres_original/disco/disco.00023.wav,661794,disco,Data/melgram_numpy\disco.00023.npy
Data/genres_original/disco/disco.00024.wav,661794,disco,Data/melgram_numpy\disco.00024.npy
Data/genres_original/disco/disco.00025.wav,661794,disco,Data/melgram_numpy\disco.00025.npy
Data/genres_original/disco/disco.00026.wav,661794,disco,Data/melgram_numpy\disco.00026.npy
Data/genres_original/disco/disco.00027.wav,661794,disco,Data/melgram_numpy\disco.00027.npy
Data/genres_original/disco/disco.00028.wav,661794,disco,Data/melgram_numpy\disco.00028.npy
Data/genres_original/disco/disco.00029.wav,661794,disco,Data/melgram_numpy\disco.00029.npy
Data/genres_original/disco/disco.00030.wav,661794,disco,Data/melgram_numpy\disco.00030.npy
Data/genres_original/disco/disco.00031.wav,661794,disco,Data/melgram_numpy\disco.00031.npy
Data/genres_original/disco/disco.00032.wav,661794,disco,Data/melgram_numpy\disco.00032.npy
Data/genres_original/disco/disco.00033.wav,661794,disco,Data/melgram_numpy\disco.00033.npy
Data/genres_original/disco/disco.00034.wav,661794,disco,Data/melgram_numpy\disco.00034.npy
Data/genres_original/disco/disco.00035.wav,661794,disco,Data/melgram_numpy\disco.00035.npy
